"location","hits","keyword","geo","gprop","date"
"Pennsylvania",NA,"bisalp","US","web","2024-11-12 2024-11-13"
"Rhode Island",NA,"bisalp","US","web","2024-11-12 2024-11-13"
"South Carolina",NA,"bisalp","US","web","2024-11-12 2024-11-13"
"South Dakota",NA,"bisalp","US","web","2024-11-12 2024-11-13"
"Tennessee",NA,"bisalp","US","web","2024-11-12 2024-11-13"
"Texas",NA,"bisalp","US","web","2024-11-12 2024-11-13"
"Utah",NA,"bisalp","US","web","2024-11-12 2024-11-13"
"Virginia",NA,"bisalp","US","web","2024-11-12 2024-11-13"
"Vermont",NA,"bisalp","US","web","2024-11-12 2024-11-13"
"Washington",NA,"bisalp","US","web","2024-11-12 2024-11-13"
"Wisconsin",NA,"bisalp","US","web","2024-11-12 2024-11-13"
"West Virginia",NA,"bisalp","US","web","2024-11-12 2024-11-13"
"Wyoming",NA,"bisalp","US","web","2024-11-12 2024-11-13"
"South Dakota",100,"plan B","US","web","2024-11-12 2024-11-13"
"North Dakota",98,"plan B","US","web","2024-11-12 2024-11-13"
"Delaware",82,"plan B","US","web","2024-11-12 2024-11-13"
"Oklahoma",56,"plan B","US","web","2024-11-12 2024-11-13"
"West Virginia",52,"plan B","US","web","2024-11-12 2024-11-13"
"Connecticut",49,"plan B","US","web","2024-11-12 2024-11-13"
"Alabama",48,"plan B","US","web","2024-11-12 2024-11-13"
"New Mexico",48,"plan B","US","web","2024-11-12 2024-11-13"
"Arizona",48,"plan B","US","web","2024-11-12 2024-11-13"
"Massachusetts",44,"plan B","US","web","2024-11-12 2024-11-13"
"Colorado",42,"plan B","US","web","2024-11-12 2024-11-13"
"Florida",42,"plan B","US","web","2024-11-12 2024-11-13"
"Michigan",42,"plan B","US","web","2024-11-12 2024-11-13"
"Indiana",41,"plan B","US","web","2024-11-12 2024-11-13"
"Texas",41,"plan B","US","web","2024-11-12 2024-11-13"
"South Carolina",40,"plan B","US","web","2024-11-12 2024-11-13"
"California",40,"plan B","US","web","2024-11-12 2024-11-13"
"Kansas",39,"plan B","US","web","2024-11-12 2024-11-13"
"Wisconsin",39,"plan B","US","web","2024-11-12 2024-11-13"
"Georgia",39,"plan B","US","web","2024-11-12 2024-11-13"
"North Carolina",37,"plan B","US","web","2024-11-12 2024-11-13"
"Illinois",36,"plan B","US","web","2024-11-12 2024-11-13"
"Mississippi",35,"plan B","US","web","2024-11-12 2024-11-13"
"Missouri",35,"plan B","US","web","2024-11-12 2024-11-13"
"Virginia",35,"plan B","US","web","2024-11-12 2024-11-13"
"Washington",35,"plan B","US","web","2024-11-12 2024-11-13"
"Nevada",35,"plan B","US","web","2024-11-12 2024-11-13"
"Arkansas",34,"plan B","US","web","2024-11-12 2024-11-13"
"Oregon",34,"plan B","US","web","2024-11-12 2024-11-13"
"Tennessee",33,"plan B","US","web","2024-11-12 2024-11-13"
"Pennsylvania",32,"plan B","US","web","2024-11-12 2024-11-13"
"New York",31,"plan B","US","web","2024-11-12 2024-11-13"
"Louisiana",31,"plan B","US","web","2024-11-12 2024-11-13"
"Ohio",30,"plan B","US","web","2024-11-12 2024-11-13"
"Maryland",29,"plan B","US","web","2024-11-12 2024-11-13"
"Kentucky",28,"plan B","US","web","2024-11-12 2024-11-13"
"Iowa",26,"plan B","US","web","2024-11-12 2024-11-13"
"New Jersey",26,"plan B","US","web","2024-11-12 2024-11-13"
"Minnesota",24,"plan B","US","web","2024-11-12 2024-11-13"
"Utah",23,"plan B","US","web","2024-11-12 2024-11-13"
"Alaska",NA,"plan B","US","web","2024-11-12 2024-11-13"
"Rhode Island",NA,"plan B","US","web","2024-11-12 2024-11-13"
"New Hampshire",NA,"plan B","US","web","2024-11-12 2024-11-13"
"Nebraska",NA,"plan B","US","web","2024-11-12 2024-11-13"
"Montana",NA,"plan B","US","web","2024-11-12 2024-11-13"
"Maine",NA,"plan B","US","web","2024-11-12 2024-11-13"
"Vermont",NA,"plan B","US","web","2024-11-12 2024-11-13"
"Idaho",NA,"plan B","US","web","2024-11-12 2024-11-13"
"Hawaii",NA,"plan B","US","web","2024-11-12 2024-11-13"
"District of Columbia",NA,"plan B","US","web","2024-11-12 2024-11-13"
"Wyoming",NA,"plan B","US","web","2024-11-12 2024-11-13"
"Georgia",100,"abortion clinic","US","web","2024-11-12 2024-11-13"
"New York",69,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Florida",48,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Texas",45,"abortion clinic","US","web","2024-11-12 2024-11-13"
"California",21,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Alaska",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Wyoming",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"District of Columbia",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Delaware",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Colorado",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Arizona",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Hawaii",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Iowa",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Idaho",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Illinois",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Indiana",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Kansas",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Kentucky",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Louisiana",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Massachusetts",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Maryland",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Maine",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Michigan",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Minnesota",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Missouri",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Mississippi",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Montana",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"North Carolina",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"North Dakota",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Nebraska",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"New Hampshire",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"New Jersey",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"New Mexico",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Nevada",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Arkansas",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Ohio",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Oklahoma",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Oregon",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Pennsylvania",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Rhode Island",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"South Carolina",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"South Dakota",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Tennessee",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Alabama",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Utah",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Virginia",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Vermont",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Washington",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Wisconsin",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"West Virginia",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Connecticut",NA,"abortion clinic","US","web","2024-11-12 2024-11-13"
"Maine",100,"vasectomy","US","web","2024-11-12 2024-11-13"
"Minnesota",58,"vasectomy","US","web","2024-11-12 2024-11-13"
"Oklahoma",54,"vasectomy","US","web","2024-11-12 2024-11-13"
"Louisiana",52,"vasectomy","US","web","2024-11-12 2024-11-13"
"Colorado",52,"vasectomy","US","web","2024-11-12 2024-11-13"
"Kentucky",46,"vasectomy","US","web","2024-11-12 2024-11-13"
"Arizona",45,"vasectomy","US","web","2024-11-12 2024-11-13"
"Michigan",37,"vasectomy","US","web","2024-11-12 2024-11-13"
"Utah",36,"vasectomy","US","web","2024-11-12 2024-11-13"
"North Carolina",32,"vasectomy","US","web","2024-11-12 2024-11-13"
"South Carolina",32,"vasectomy","US","web","2024-11-12 2024-11-13"
"Wisconsin",31,"vasectomy","US","web","2024-11-12 2024-11-13"
"Ohio",30,"vasectomy","US","web","2024-11-12 2024-11-13"
"Tennessee",30,"vasectomy","US","web","2024-11-12 2024-11-13"
"Indiana",30,"vasectomy","US","web","2024-11-12 2024-11-13"
"Massachusetts",28,"vasectomy","US","web","2024-11-12 2024-11-13"
"Florida",27,"vasectomy","US","web","2024-11-12 2024-11-13"
"Texas",27,"vasectomy","US","web","2024-11-12 2024-11-13"
"Washington",26,"vasectomy","US","web","2024-11-12 2024-11-13"
"Maryland",26,"vasectomy","US","web","2024-11-12 2024-11-13"
"Virginia",25,"vasectomy","US","web","2024-11-12 2024-11-13"
"California",24,"vasectomy","US","web","2024-11-12 2024-11-13"
"Georgia",23,"vasectomy","US","web","2024-11-12 2024-11-13"
"Pennsylvania",23,"vasectomy","US","web","2024-11-12 2024-11-13"
"Missouri",22,"vasectomy","US","web","2024-11-12 2024-11-13"
"Illinois",20,"vasectomy","US","web","2024-11-12 2024-11-13"
"New Jersey",19,"vasectomy","US","web","2024-11-12 2024-11-13"
"New York",17,"vasectomy","US","web","2024-11-12 2024-11-13"
"Alaska",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"Nebraska",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"New Hampshire",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"North Dakota",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"New Mexico",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"Nevada",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"Montana",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"Mississippi",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"Kansas",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"Oregon",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"Idaho",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"Rhode Island",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"Iowa",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"South Dakota",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"Hawaii",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"Delaware",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"District of Columbia",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"Connecticut",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"Vermont",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"Arkansas",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"Alabama",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"West Virginia",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"Wyoming",NA,"vasectomy","US","web","2024-11-12 2024-11-13"
"District of Columbia",100,"abortion","US","web","2024-11-14 2024-11-15"
"West Virginia",99,"abortion","US","web","2024-11-14 2024-11-15"
"Wyoming",93,"abortion","US","web","2024-11-14 2024-11-15"
"South Dakota",91,"abortion","US","web","2024-11-14 2024-11-15"
"Maine",88,"abortion","US","web","2024-11-14 2024-11-15"
"Wisconsin",82,"abortion","US","web","2024-11-14 2024-11-15"
"Delaware",74,"abortion","US","web","2024-11-14 2024-11-15"
"New Mexico",74,"abortion","US","web","2024-11-14 2024-11-15"
"Arizona",70,"abortion","US","web","2024-11-14 2024-11-15"
"Idaho",66,"abortion","US","web","2024-11-14 2024-11-15"
"Indiana",65,"abortion","US","web","2024-11-14 2024-11-15"
"Connecticut",64,"abortion","US","web","2024-11-14 2024-11-15"
"Missouri",62,"abortion","US","web","2024-11-14 2024-11-15"
"Virginia",61,"abortion","US","web","2024-11-14 2024-11-15"
"Nebraska",59,"abortion","US","web","2024-11-14 2024-11-15"
"Georgia",57,"abortion","US","web","2024-11-14 2024-11-15"
"Kentucky",57,"abortion","US","web","2024-11-14 2024-11-15"
"Colorado",56,"abortion","US","web","2024-11-14 2024-11-15"
"Maryland",56,"abortion","US","web","2024-11-14 2024-11-15"
"Minnesota",54,"abortion","US","web","2024-11-14 2024-11-15"
"Louisiana",54,"abortion","US","web","2024-11-14 2024-11-15"
"Tennessee",53,"abortion","US","web","2024-11-14 2024-11-15"
"North Carolina",53,"abortion","US","web","2024-11-14 2024-11-15"
"Alabama",53,"abortion","US","web","2024-11-14 2024-11-15"
"Kansas",52,"abortion","US","web","2024-11-14 2024-11-15"
"Iowa",52,"abortion","US","web","2024-11-14 2024-11-15"
"Utah",51,"abortion","US","web","2024-11-14 2024-11-15"
"Mississippi",51,"abortion","US","web","2024-11-14 2024-11-15"
"Massachusetts",51,"abortion","US","web","2024-11-14 2024-11-15"
"Ohio",51,"abortion","US","web","2024-11-14 2024-11-15"
"Michigan",50,"abortion","US","web","2024-11-14 2024-11-15"
"Nevada",50,"abortion","US","web","2024-11-14 2024-11-15"
"Pennsylvania",50,"abortion","US","web","2024-11-14 2024-11-15"
"Florida",49,"abortion","US","web","2024-11-14 2024-11-15"
"Washington",48,"abortion","US","web","2024-11-14 2024-11-15"
"Illinois",48,"abortion","US","web","2024-11-14 2024-11-15"
"New York",48,"abortion","US","web","2024-11-14 2024-11-15"
"Oklahoma",48,"abortion","US","web","2024-11-14 2024-11-15"
"South Carolina",47,"abortion","US","web","2024-11-14 2024-11-15"
"Arkansas",46,"abortion","US","web","2024-11-14 2024-11-15"
"Montana",44,"abortion","US","web","2024-11-14 2024-11-15"
"Oregon",44,"abortion","US","web","2024-11-14 2024-11-15"
"Texas",44,"abortion","US","web","2024-11-14 2024-11-15"
"New Jersey",44,"abortion","US","web","2024-11-14 2024-11-15"
"California",40,"abortion","US","web","2024-11-14 2024-11-15"
"Rhode Island",36,"abortion","US","web","2024-11-14 2024-11-15"
"New Hampshire",36,"abortion","US","web","2024-11-14 2024-11-15"
"North Dakota",NA,"abortion","US","web","2024-11-14 2024-11-15"
"Hawaii",NA,"abortion","US","web","2024-11-14 2024-11-15"
"Vermont",NA,"abortion","US","web","2024-11-14 2024-11-15"
"Alaska",NA,"abortion","US","web","2024-11-14 2024-11-15"
"Alaska",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Alabama",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Arkansas",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Arizona",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"California",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Colorado",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Connecticut",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"District of Columbia",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Delaware",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Florida",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Georgia",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Hawaii",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Iowa",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Idaho",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Illinois",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Indiana",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Kansas",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Kentucky",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Louisiana",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Massachusetts",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Maryland",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Maine",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Michigan",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Minnesota",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Missouri",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Mississippi",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Montana",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"North Carolina",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"North Dakota",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Nebraska",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"New Hampshire",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"New Jersey",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"New Mexico",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Nevada",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"New York",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Ohio",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Oklahoma",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Oregon",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Pennsylvania",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Rhode Island",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"South Carolina",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"South Dakota",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Tennessee",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Texas",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Utah",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Virginia",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Vermont",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Washington",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Wisconsin",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"West Virginia",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Wyoming",NA,"bisalp","US","web","2024-11-14 2024-11-15"
"Iowa",100,"plan B","US","web","2024-11-14 2024-11-15"
"Georgia",95,"plan B","US","web","2024-11-14 2024-11-15"
"Colorado",94,"plan B","US","web","2024-11-14 2024-11-15"
"Connecticut",89,"plan B","US","web","2024-11-14 2024-11-15"
"Arkansas",88,"plan B","US","web","2024-11-14 2024-11-15"
"Kansas",88,"plan B","US","web","2024-11-14 2024-11-15"
"Texas",86,"plan B","US","web","2024-11-14 2024-11-15"
"Kentucky",84,"plan B","US","web","2024-11-14 2024-11-15"
"Louisiana",83,"plan B","US","web","2024-11-14 2024-11-15"
"Arizona",80,"plan B","US","web","2024-11-14 2024-11-15"
"Indiana",78,"plan B","US","web","2024-11-14 2024-11-15"
"Massachusetts",78,"plan B","US","web","2024-11-14 2024-11-15"
"Pennsylvania",76,"plan B","US","web","2024-11-14 2024-11-15"
"Nevada",75,"plan B","US","web","2024-11-14 2024-11-15"
"Florida",75,"plan B","US","web","2024-11-14 2024-11-15"
"Oklahoma",74,"plan B","US","web","2024-11-14 2024-11-15"
"North Carolina",74,"plan B","US","web","2024-11-14 2024-11-15"
"Utah",72,"plan B","US","web","2024-11-14 2024-11-15"
"California",70,"plan B","US","web","2024-11-14 2024-11-15"
"Tennessee",68,"plan B","US","web","2024-11-14 2024-11-15"
"Wisconsin",65,"plan B","US","web","2024-11-14 2024-11-15"
"Minnesota",64,"plan B","US","web","2024-11-14 2024-11-15"
"Illinois",64,"plan B","US","web","2024-11-14 2024-11-15"
"New York",62,"plan B","US","web","2024-11-14 2024-11-15"
"Washington",62,"plan B","US","web","2024-11-14 2024-11-15"
"Missouri",60,"plan B","US","web","2024-11-14 2024-11-15"
"New Jersey",59,"plan B","US","web","2024-11-14 2024-11-15"
"South Carolina",58,"plan B","US","web","2024-11-14 2024-11-15"
"Alabama",56,"plan B","US","web","2024-11-14 2024-11-15"
"Ohio",55,"plan B","US","web","2024-11-14 2024-11-15"
"Michigan",53,"plan B","US","web","2024-11-14 2024-11-15"
"Virginia",50,"plan B","US","web","2024-11-14 2024-11-15"
"Maryland",41,"plan B","US","web","2024-11-14 2024-11-15"
"Oregon",36,"plan B","US","web","2024-11-14 2024-11-15"
"Alaska",NA,"plan B","US","web","2024-11-14 2024-11-15"
"New Mexico",NA,"plan B","US","web","2024-11-14 2024-11-15"
"New Hampshire",NA,"plan B","US","web","2024-11-14 2024-11-15"
"Nebraska",NA,"plan B","US","web","2024-11-14 2024-11-15"
"North Dakota",NA,"plan B","US","web","2024-11-14 2024-11-15"
"Rhode Island",NA,"plan B","US","web","2024-11-14 2024-11-15"
"Montana",NA,"plan B","US","web","2024-11-14 2024-11-15"
"South Dakota",NA,"plan B","US","web","2024-11-14 2024-11-15"
"Mississippi",NA,"plan B","US","web","2024-11-14 2024-11-15"
"Maine",NA,"plan B","US","web","2024-11-14 2024-11-15"
"Idaho",NA,"plan B","US","web","2024-11-14 2024-11-15"
"Hawaii",NA,"plan B","US","web","2024-11-14 2024-11-15"
"Vermont",NA,"plan B","US","web","2024-11-14 2024-11-15"
"Delaware",NA,"plan B","US","web","2024-11-14 2024-11-15"
"District of Columbia",NA,"plan B","US","web","2024-11-14 2024-11-15"
"West Virginia",NA,"plan B","US","web","2024-11-14 2024-11-15"
"Wyoming",NA,"plan B","US","web","2024-11-14 2024-11-15"
"Arizona",100,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Maryland",92,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Georgia",77,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Virginia",70,"abortion clinic","US","web","2024-11-14 2024-11-15"
"New York",34,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Florida",30,"abortion clinic","US","web","2024-11-14 2024-11-15"
"California",28,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Alaska",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Wyoming",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"District of Columbia",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Connecticut",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Hawaii",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Iowa",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Idaho",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Illinois",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Indiana",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Kansas",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Kentucky",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Louisiana",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Massachusetts",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Colorado",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Maine",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Michigan",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Minnesota",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Missouri",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Mississippi",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Montana",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"North Carolina",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"North Dakota",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Nebraska",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"New Hampshire",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"New Jersey",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"New Mexico",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Nevada",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Arkansas",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Ohio",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Oklahoma",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Oregon",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Pennsylvania",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Rhode Island",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"South Carolina",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"South Dakota",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Tennessee",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Texas",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Utah",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Alabama",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Vermont",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Washington",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Wisconsin",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"West Virginia",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Delaware",NA,"abortion clinic","US","web","2024-11-14 2024-11-15"
"Louisiana",100,"vasectomy","US","web","2024-11-14 2024-11-15"
"South Carolina",78,"vasectomy","US","web","2024-11-14 2024-11-15"
"Oregon",59,"vasectomy","US","web","2024-11-14 2024-11-15"
"Minnesota",57,"vasectomy","US","web","2024-11-14 2024-11-15"
"Wisconsin",55,"vasectomy","US","web","2024-11-14 2024-11-15"
"Utah",55,"vasectomy","US","web","2024-11-14 2024-11-15"
"North Carolina",53,"vasectomy","US","web","2024-11-14 2024-11-15"
"Tennessee",52,"vasectomy","US","web","2024-11-14 2024-11-15"
"Illinois",48,"vasectomy","US","web","2024-11-14 2024-11-15"
"Georgia",45,"vasectomy","US","web","2024-11-14 2024-11-15"
"Alabama",45,"vasectomy","US","web","2024-11-14 2024-11-15"
"Pennsylvania",42,"vasectomy","US","web","2024-11-14 2024-11-15"
"Missouri",42,"vasectomy","US","web","2024-11-14 2024-11-15"
"Indiana",41,"vasectomy","US","web","2024-11-14 2024-11-15"
"Virginia",41,"vasectomy","US","web","2024-11-14 2024-11-15"
"Washington",39,"vasectomy","US","web","2024-11-14 2024-11-15"
"Arizona",38,"vasectomy","US","web","2024-11-14 2024-11-15"
"Colorado",38,"vasectomy","US","web","2024-11-14 2024-11-15"
"Texas",37,"vasectomy","US","web","2024-11-14 2024-11-15"
"Ohio",35,"vasectomy","US","web","2024-11-14 2024-11-15"
"New Jersey",33,"vasectomy","US","web","2024-11-14 2024-11-15"
"California",32,"vasectomy","US","web","2024-11-14 2024-11-15"
"Florida",31,"vasectomy","US","web","2024-11-14 2024-11-15"
"Massachusetts",29,"vasectomy","US","web","2024-11-14 2024-11-15"
"New York",28,"vasectomy","US","web","2024-11-14 2024-11-15"
"Michigan",22,"vasectomy","US","web","2024-11-14 2024-11-15"
"Alaska",NA,"vasectomy","US","web","2024-11-14 2024-11-15"
"Wyoming",NA,"vasectomy","US","web","2024-11-14 2024-11-15"
"North Dakota",NA,"vasectomy","US","web","2024-11-14 2024-11-15"
"Nebraska",NA,"vasectomy","US","web","2024-11-14 2024-11-15"
"New Hampshire",NA,"vasectomy","US","web","2024-11-14 2024-11-15"
"Mississippi",NA,"vasectomy","US","web","2024-11-14 2024-11-15"
"New Mexico",NA,"vasectomy","US","web","2024-11-14 2024-11-15"
"Nevada",NA,"vasectomy","US","web","2024-11-14 2024-11-15"
"Maine",NA,"vasectomy","US","web","2024-11-14 2024-11-15"
"Maryland",NA,"vasectomy","US","web","2024-11-14 2024-11-15"
"Oklahoma",NA,"vasectomy","US","web","2024-11-14 2024-11-15"
